date,month,title,language,type,platform_or_distributor,details,source,source_url
2026-05-28,May,The Four Seasons,English,Show,Netflix,"(Netflix, Season 2)",Deadline,https://deadline.com/feature/2026-tv-premiere-dates-1236391902/
2026-05-29,May,Backrooms,English,Movie,A24 / 21 Laps Entertainment / Atomic Monster / Chernin Entertainment,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,Fucktoys,English,Movie,Trashtown Pictures / Atypical Day,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,"Miss You, Love You",English,Movie,HBO Films / MWM,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,Pitfall,English,Movie,Voltage Pictures,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,Power Ballad,English,Movie,Lionsgate / 30West / Screen Ireland / Likely Story,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,Propeller One-Way Night Coach,English,Movie,Apple TV,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,The Breadwinner,English,Movie,TriStar Pictures,,Wikipedia,https://en.wikipedia.org/wiki/List_of_American_films_of_2026
2026-05-29,May,Jeena Dil Se,Hindi,Movie,ADR Media Production,,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Krishna Aur Chitthi,Hindi,Movie,"Shining Sun Studios, Aspect Entertainment",,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Obsess,Hindi,Movie,"Jagraj Motion Pictures, Peter Wilson Entertainment",,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Rajni Ki Baraat,Hindi,Movie,Epiphany Entertainment,,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Return of the Jungle,Hindi,Movie,Vaibhav Studios,,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Shree Baba Neeb Karoli Maharaj,Hindi,Movie,"Anisha Films International, PC Jeweller, BSR Film Productions, Advance Technology",,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,The Great Grand Superhero: Aliens Ka Aagman,Hindi,Movie,"Zee Studios, Amdavad Films",,Wikipedia,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_2026
2026-05-29,May,Brazil ’70: The Third Star,English,Show,Netflix,"(Netflix, new docuseries)",Deadline,https://deadline.com/feature/2026-tv-premiere-dates-1236391902/
2026-05-29,May,Calabasas Confidential,English,Show,Netflix,"(Netflix, new unscripted series)",Deadline,https://deadline.com/feature/2026-tv-premiere-dates-1236391902/
2026-05-29,May,Love After Lockup,English,Show,We TV,"(We TV, Season 7B)",Deadline,https://deadline.com/feature/2026-tv-premiere-dates-1236391902/
2026-05-29,May,Rafa,English,Show,Netflix,"(Netflix, new docuseries)",Deadline,https://deadline.com/feature/2026-tv-premiere-dates-1236391902/
